9876543210|789|ХМАО|Таграс|Петров А.В.|123-456789|2020-06-17 15:11:40|2020-06-17 14:59:24|2020-06-04 18:56:39
Время;Расход (турбина), м3/мин;Объем (турбина), м3;Расход э/м, м3/мин;Объем э/м, м3;Давление 1, кПа;Давление 2, атм;Давление затруба, атм;Температура, C;Плотность, кг/м3;Концентрация НД1, %;Объем НД1, л;Концентрация НД2, %;Объем НД2, л;Концентрация ДШ, %;Масса ДШ, кг;Расход НД1, л/ч;Расход НД2, л/ч;Расход ДШ, кг/ч;Этап;Метка
17.06.2020 15:11:41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:11:42;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;1991126649|Опрессовка 21|False;
17.06.2020 15:12:06;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:07;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:08;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:09;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:10;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:11;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:12;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;229870413|Опрессовка 21|True;619425275|Опрессовка 20|False;
17.06.2020 15:12:13;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:14;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:15;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:16;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:17;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:18;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:19;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:20;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:21;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:22;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:23;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:24;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:25;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:26;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:27;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:28;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:29;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:30;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:31;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:32;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:33;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:34;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:35;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:36;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:37;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:38;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:41;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:42;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;619425275|Опрессовка 20|True;441019394|Опрессовка 21|False;
17.06.2020 15:12:43;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:44;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:45;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:46;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:47;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:48;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:49;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:50;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;441019394|Опрессовка 21|True;2102070921|Опрессовка 20|False;
17.06.2020 15:12:51;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:52;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:53;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:54;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:55;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:56;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:12:57;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
